the	100.00
to	99.94
a	99.93
you	99.92
and	99.89
it	99.87
s	99.87
of	99.85
for	99.83
I	99.81
in	99.81
on	99.81
is	99.79
that	99.76
What	99.73
be	99.70
have	99.70
are	99.69
this	99.67
No	99.65
we	99.65
me	99.61
t	99.61
there	99.61
can	99.58
here	99.57
with	99.56
but	99.55
he	99.55
now	99.55
so	99.55
my	99.54
not	99.54
do	99.52
your	99.51
at	99.50
one	99.50
up	99.49
was	99.49
go	99.46
out	99.46
How	99.44
like	99.44
if	99.43
know	99.43
just	99.40
get	99.38
Come	99.37
they	99.33
don	99.26
see	99.26
about	99.20
right	99.19
who	99.17
good	99.14
when	99.09
time	99.05
Let	99.03
did	99.02
from	99.02
want	99.01
think	98.96
take	98.94
Why	98.94
m	98.84
look	98.83
an	98.77
all	98.70
back	98.63
some	98.58
re	98.57
would	98.57
been	98.49
Where	98.47
then	98.41
him	98.40
got	98.34
as	98.22
or	98.22
going	98.21
were	98.20
could	98.15
say	98.13
something	98.13
had	98.04
way	98.02
make	97.94
by	97.79
too	97.76
us	97.75
his	97.59
ll	97.52
more	97.48
over	97.41
didn	97.32
them	97.31
down	97.29
never	97.26
Well	97.11
Yes	97.04
d	97.02
should	96.91
will	96.91
she	96.88
tell	96.82
only	96.78
our	96.72
give	96.42
her	96.28
need	96.28
has	96.26
little	96.23
off	96.07
thing	96.07
man	96.02
any	95.96
mean	95.76
much	95.70
said	95.68
Oh	95.60
sure	95.46
am	95.17
two	94.97
really	94.85
doing	94.83
even	94.55
anything	94.53
sorry	94.46
before	94.35
because	94.30
people	94.05
into	93.90
very	93.74
first	93.72
again	93.61
nothing	93.60
these	93.59
put	93.47
please	93.43
thought	93.34
better	93.16
still	93.12
Thank	92.87
Yeah	92.87
than	92.63
help	92.33
other	92.25
Maybe	92.24
last	92.17
day	92.12
those	91.94
wait	91.91
find	91.64
work	91.44
does	91.38
after	91.14
talk	90.83
life	90.56
long	90.38
away	90.37
keep	90.24
around	90.16
call	90.08
doesn	90.00
won	89.93
Hey	89.89
told	89.76
ever	89.57
always	89.35
things	89.26
great	88.96
home	88.84
made	88.72
stop	88.47
believe	88.36
night	87.99
love	87.95
everything	87.84
another	87.35
kind	87.23
isn	87.06
place	86.78
feel	86.61
hear	86.42
wrong	86.37
new	86.29
big	86.24
bad	86.00
every	85.94
through	85.88
their	85.72
leave	85.66
lot	85.66
coming	85.52
enough	85.35
must	85.29
Thanks	85.23
fine	85.06
might	84.90
getting	84.88
remember	84.76
nice	84.57
being	84.44
try	84.08
wanted	83.92
name	83.82
done	83.75
else	83.75
gonna	83.70
ask	83.62
left	83.46
next	83.46
wouldn	83.24
Listen	83.04
years	82.93
happened	82.88
talking	82.88
care	82.80
God	82.74
own	82.70
three	82.65
old	82.37
came	82.13
mind	81.90
looking	81.56
trying	81.56
stay	81.47
understand	81.20
yourself	81.09
someone	80.46
wasn	80.44
same	80.42
guess	79.80
went	79.60
best	79.55
may	79.48
course	79.47
which	79.32
show	79.04
guy	78.61
today	78.33
while	78.03
seen	77.98
heard	77.85
without	77.63
hold	76.97
real	76.93
use	76.93
together	76.90
whole	76.68
haven	76.55
saw	76.53
Hello	76.36
once	76.36
took	76.35
yet	76.34
ready	76.28
found	76.11
idea	75.81
already	75.70
pretty	75.63
start	75.46
myself	75.44
used	75.42
Okay	75.37
many	75.07
knew	75.06
head	75.04
since	74.93
couldn	74.92
room	74.52
matter	74.42
world	73.84
friend	73.65
Mr	73.43
girl	73.24
bring	73.20
most	73.13
boy	73.12
until	73.07
hope	73.00
both	72.87
called	72.73
hard	72.66
guys	72.54
minute	72.32
run	72.28
looks	72.22
morning	72.19
live	72.15
Excuse	72.03
move	72.02
house	72.01
wants	71.96
few	71.91
Hi	71.45
meet	71.36
job	71.33
later	70.95
turn	70.71
dead	70.65
says	70.65
woman	70.64
alone	70.58
gone	70.58
watch	70.12
having	70.09
problem	70.00
ago	69.75
open	69.71
hell	69.66
saying	69.37
somebody	69.31
days	69.16
probably	68.59
tonight	68.53
second	68.36
worry	68.28
thinking	68.04
kill	67.95
everybody	67.85
lost	67.78
end	67.63
happen	67.63
forget	67.49
tomorrow	67.49
money	67.32
makes	67.26
taking	67.25
such	67.07
huh	67.01
face	66.88
part	66.81
soon	66.80
sit	66.55
late	66.48
under	66.48
whatever	66.44
anyone	66.31
hand	66.31
mother	66.24
happy	65.94
gave	65.92
actually	65.40
friends	65.38
